country,Countrydata_1,Countrydata_2,Countrydata_3,Countrydata_4,Countrydata_5,Countrydata_6,means,medoids,medians
Afghanistan,0.0013341113928995,0.00110690874892928,0.0046107115063543,0.00128153557446011,0.00567161641414912,0.00094167046240549,4,3,2
Albania,0.00302404841416558,0.00101020679715684,0.00495808744961455,0.00081680289361194,0.00755871275456291,0.00055016838581218,4,3,2
Algeria,0.0040004564708971,0.000786759568789432,0.00334325874040473,0.00190681227232856,0.00757748983257697,0.000666586269499399,4,3,2
Angola,0.00624431729357817,0.000662830853896586,0.00442294072621362,0.00249829022977169,0.00603776943542343,0.000973591495029404,4,2,2
Antigua and Barbuda,0.0046670427403965,0.00096138639432026,0.00592510696733903,0.000530452453897409,0.00760565544959808,0.000595233373045942,4,2,2
Argentina,0.00216969136452551,0.00115572915176586,0.00189742373332153,0.00235746214466619,0.00751177005952774,0.000617765866662824,4,3,2
Armenia,0.00234807360565915,0.00080835320850561,0.00464826566238243,0.00112474697304265,0.00727705658435189,0.000553923801414994,4,3,2
Australia,0.00225418821558881,0.00121487694751017,0.00235746214466619,0.000504164544677715,0.00809385947796383,0.000576456295031875,4,3,2
Austria,0.00521157800280446,0.00142799678296984,0.00488297913755828,0.000477219437727528,0.00795303139285833,0.000530452453897409,4,2,2
Azerbaijan,0.00549323417301547,0.00094730358580971,0.00233868506665212,0.00169087587516679,0.00688273794605647,0.000575517441131172,4,2,2
Bahamas,0.00368124614465795,0.00113601321985109,0.00449804903826989,0.00035836053389848,0.00732399927938706,0.000569884317726951,4,3,2
Bahrain,0.00692029210208461,0.000861867880845702,0.00517402384677632,0.00109376479431944,0.0075305471375418,0.000598049934748053,4,4,2
Bangladesh,0.00189742373332153,0.000725734065243712,0.00244195899572949,0.00106559917729834,0.00700478895314791,0.00061401045106001,4,3,2
Barbados,0.00410373039997447,0.00114352405105672,0.00496747598862158,0.000425394702408701,0.00759626691059104,0.000562373486521324,4,2,2
Belarus,0.00522096654181149,0.000921954530490719,0.00645086515173292,0.00181292688225823,0.00700478895314791,0.000535146723400926,4,2,2
Belgium,0.00756810129356994,0.00139983116594874,0.00740849613045037,0.000571762025528358,0.00790608869782316,0.000569884317726951,4,4,2
Belize,0.00585938719428979,0.00088346152056188,0.00579366742124055,0.000502286836876308,0.00709867434321825,0.000649686899286738,4,2,2
Benin,0.00262972977587017,0.000780187591484508,0.00388779400281269,0.000478346062408372,0.00619737459854301,0.000898483182973134,4,3,2
Bhutan,0.00438538657018548,0.00088346152056188,0.00703295457016901,0.000957630978717447,0.00716439411626749,0.000618704720563527,4,2,2
Bolivia,0.00426333556309405,0.000849662780136558,0.00361552637160871,0.00121957121701369,0.00711745142123232,0.000695690740421204,4,3,2
Bosnia and Herzegovina,0.00318365357728516,0.00143738532197687,0.00521157800280446,0.000526697038294596,0.00760565544959808,0.000518247353188265,4,3,2
Botswana,0.00448866049926286,0.00117450622977993,0.00521157800280446,0.00123271517162354,0.00575611326521242,0.000665647415598696,4,2,2
Brazil,0.00139983116594874,0.00124116485672987,0.00150310509502611,0.00118483362268766,0.0073615534354152,0.000564251194322731,4,3,2
Brunei,0.0067231327829369,0.000661891999995882,0.00302404841416558,0.00196314350637077,0.00763382106661918,0.000568006609925544,4,2,2
Bulgaria,0.00510830407372709,0.00104025012197934,0.00537118316592403,0.000499470275174198,0.0073333878183941,0.000542657554606553,4,2,2
Burkina Faso,0.00219785698154661,0.0010280450212702,0.00317426503827813,0.00103461699857512,0.00583122157726869,0.000946364731909006,4,3,2
Burundi,0.00123271517162354,0.00148432801701204,0.00407556478295337,0.00155004779006128,0.00581244449925462,0.000982980034036438,4,3,2
Cambodia,0.0054744570950014,0.000928526507795642,0.00598143820138123,0.000688179909215577,0.00660108177584546,0.000665647415598696,4,2,2
Cameroon,0.00247951315175762,0.000876889543256956,0.00293016302409525,0.000574578587230468,0.00577489034322649,0.00087501183545555,4,3,2
Canada,0.00312732234324296,0.00145616239999094,0.0033057045843766,0.000664708561697993,0.0080281397049146,0.000548290678010773,4,3,2
Cape Verde,0.00346530974749617,0.000779248737583805,0.00619737459854301,0.000442669614181643,0.00720194827229562,0.000645931483683925,4,2,2
Central African Republic,0.00150310509502611,0.000768921344676068,0.00288322032906008,0.000583967126237502,0.00485481352053717,0.000884400374462583,4,3,2
Chad,0.00385023984678456,0.000820558309214754,0.00447927196025582,0.000995185134745582,0.00569978203117022,0.00101396221275965,4,3,2
Chile,0.00393473669784786,0.00114258519715601,0.0033338702013977,0.00123647058722635,0.00782159184675985,0.000571762025528358,4,3,2
China,0.00286444325104601,0.000871256419852736,0.00251706730778576,0.00104682209928427,0.00739910759144333,0.00054453526240796,4,3,2
Colombia,0.0018880351943145,0.00110784760282999,0.00206641743544814,0.000757655097867627,0.00756810129356994,0.000583967126237502,4,3,2
Comoros,0.0019443664283567,0.000818680601413347,0.00524913215883259,0.00075859395176833,0.00658230469783139,0.000841213095030228,4,3,2
Congo Dem Rep,0.00425394702408701,0.0011378909276525,0.00505197283968488,0.00234807360565915,0.00579366742124055,0.00100926794325613,4,2,2
Congo Rep,0.00838490418718188,0.000626215551769154,0.00553078832904361,0.00233868506665212,0.00606593505244453,0.000859990173044295,4,4,2
Costa Rica,0.00351225244253134,0.00141860824396281,0.00368124614465795,0.00101208450495824,0.00794364285385129,0.000575517441131172,4,3,2
Cote d'Ivoire,0.00514585822975522,0.000892850059568914,0.00446049488224175,0.000901299744675244,0.00568100495315615,0.000890033497866803,4,2,2
Croatia,0.00392534815884083,0.00112380811914194,0.003972290853876,0.00047233739744387,0.00755871275456291,0.000540779846805146,4,3,2
Cyprus,0.00510830407372709,0.00095575327091604,0.00579366742124055,0.000583967126237502,0.00789670015881612,0.000528574746096003,4,2,2
Czech Republic,0.00659169323683843,0.00113507436595039,0.00630064852762038,0.000261001384395539,0.00767137522264731,0.000537024431202333,4,4,2
Denmark,0.00513646969074819,0.00146555093899798,0.00448866049926286,0.000697568448222611,0.00785914600278799,0.000570823171627655,4,2,2
Dominican Republic,0.00252645584679279,0.000979224618433625,0.00352164098153838,0.000905994014178761,0.00739910759144333,0.000639359506379001,4,3,2
Ecuador,0.00301465987515855,0.00115197373616305,0.00343714413047507,0.00109658135602155,0.00759626691059104,0.000644992629783222,4,3,2
Egypt,0.00239501630069432,0.000832763409923898,0.00289260886806711,0.00134349993190654,0.00701417749215495,0.000694751886520501,4,3,2
El Salvador,0.00292077448508821,0.00104400553758216,0.00477031666947387,0.000644053775882518,0.00735216489640816,0.00060837732765579,4,3,2
Equatorial Guinea,0.00845062396023112,0.000815864039711237,0.00592510696733903,0.00273300370494754,0.0061128777474797,0.000884400374462583,4,4,2
Eritrea,0.000844968510633041,0.000644992629783222,0.002582787080835,0.00148432801701204,0.00618798605953597,0.000828069140420381,4,3,2
Estonia,0.0074460502864785,0.00096138639432026,0.00684518379002834,0.000558618070918511,0.0075305471375418,0.000556740363117104,4,4,2
Fiji,0.00582183303826166,0.000851540487937965,0.00639453391769072,0.000792392692193652,0.00652597346378919,0.000645931483683925,4,2,2
Finland,0.0040286220879182,0.00123553173332565,0.00390657108082676,0.000428211264110811,0.00790608869782316,0.000570823171627655,4,3,2
France,0.00291138594608118,0.00151249363403314,0.00303343695317262,0.000493837151769977,0.00803752824392163,0.000585844834038909,4,3,2
FYROM,0.00413189601699557,0.00106090490779482,0.00584999865528276,0.000586783687939612,0.00734277635740113,0.000533269015599519,4,2,2
Gabon,0.00581244449925462,0.000723856357442305,0.00216969136452551,0.00195375496736373,0.00630064852762038,0.000778309883683101,4,2,2
Gambia,0.00262972977587017,0.000929465361696345,0.00440416364819955,0.000798964669498576,0.00654475054180326,0.000931343069497752,4,3,2
Georgia,0.00368124614465795,0.00134349993190654,0.00535240608790996,0.00119797757729751,0.00723011388931672,0.000575517441131172,4,2,2
Germany,0.00436660949217142,0.00148432801701204,0.00387840546380566,0.000466422617869439,0.00791547723683019,0.000525758184393892,4,3,2
Ghana,0.00316487649927109,0.000885339228363287,0.00470459689642463,0.00195375496736373,0.00623492875457114,0.000796148107796466,4,3,2
Greece,0.00247012461275059,0.0013622770099206,0.0032775389673555,0.00045844235971346,0.00794364285385129,0.000534207869500223,4,3,2
Grenada,0.00262972977587017,0.000945425878008303,0.00501441868365675,0.000440322479429885,0.00708928580421122,0.00060556076595368,4,3,2
Guatemala,0.00281750055601084,0.00103837241417794,0.00380329715174939,0.00087782839715766,0.00708928580421122,0.000712590110633865,4,3,2
Guinea,0.00323998481132736,0.000858112465242889,0.00445110634323472,0.00190681227232856,0.00584061011627572,0.000896605475171727,4,3,2
Guinea-Bissau,0.00179414980424416,0.00119328330779399,0.00370002322267202,0.000674097100705026,0.00561528518010691,0.000869378712051329,4,3,2
Guyana,0.00522096654181149,0.000900360890774541,0.00782159184675985,0.000933220777299159,0.00654475054180326,0.000644053775882518,4,4,2
Haiti,0.00183170396027229,0.00104400553758216,0.00646964222974699,0.000906932868079464,0.00340897851345397,0.000707895841130348,4,3,2
Hungary,0.00807508239994976,0.0010834374014117,0.00757748983257697,0.00061401045106001,0.0073897190524363,0.000512614229784045,4,4,2
Iceland,0.00540873732195217,0.0012777801588573,0.00446049488224175,0.000908810575880871,0.00809385947796383,0.000601805350350866,4,2,2
India,0.00251706730778576,0.000775493321980991,0.00293955156310228,0.00123834829502776,0.00661047031485249,0.000639359506379001,4,3,2
Indonesia,0.00267667247090533,0.000640298360279705,0.00249829022977169,0.00183170396027229,0.00695784625811274,0.000628093259570561,4,3,2
Iran,0.00268606100991237,0.000921015676590015,0.00221663405956068,0.0018880351943145,0.0073897190524363,0.000560495778719917,4,3,2
Iraq,0.00409434186096744,0.00118483362268766,0.00359674929359465,0.00195375496736373,0.00670435570492283,0.000823374870916864,4,3,2
Ireland,0.0100654526694409,0.00125806422694253,0.00851634373328035,9.29465361696345e-05,0.00794364285385129,0.000587722541840315,4,4,2
Israel,0.00368124614465795,0.0011116030184328,0.00348408682551024,0.000561434632620621,0.00803752824392163,0.000679730224109247,4,3,2
Italy,0.00276116932196864,0.00128998525956644,0.00294894010210931,0.00042520693162856,0.00806569386094273,0.000532330161698816,4,3,2
Jamaica,0.0033338702013977,0.000846846218434448,0.00505197283968488,0.00131627316878614,0.00740849613045037,0.000598988788648756,4,3,2
Japan,0.00180353834325119,0.00128622984396363,0.00167209879715272,0.000216875251062481,0.0081689677900201,0.000525758184393892,4,3,2
Jordan,0.00492992183259345,0.00115009602836164,0.00687334940704944,0.00118671133048907,0.00751177005952774,0.000738878019853559,4,2,2
Kazakhstan,0.00454499173330506,0.000798025815597872,0.00320243065529923,0.00222602259856771,0.00681701817300724,0.000639359506379001,4,2,2
Kenya,0.00233868506665212,0.000841213095030228,0.00354980659855948,0.000591477957443129,0.00629125998861334,0.000805536646803499,4,3,2
Kiribati,0.00164393318013162,0.00145616239999094,0.00789670015881612,0.000537963285103036,0.00609410066946563,0.00075577739006622,4,3,2
Kuwait,0.00665741300988766,0.000642176068081111,0.0032493733503344,0.00144677386098391,0.00773709499569655,0.000602744204251569,4,2,2
Kyrgyz Republic,0.00523974361982556,0.000975469202830811,0.00806569386094273,0.0013341113928995,0.00682640671201427,0.00068630220141417,4,4,2
Lao,0.00371880030068609,0.000814925185810533,0.00502380722266378,0.00125900308084323,0.00638514537868368,0.000690996470917687,4,2,2
Latvia,0.00543690293897327,0.00102241189786598,0.00556834248507174,0.000319022555459008,0.00725827950633782,0.000522941622691782,4,2,2
Lebanon,0.00375635445671422,0.0010552717843906,0.00604715797443047,0.000417602215032863,0.00788731161980909,0.000546412970209367,4,2,2
Lesotho,0.00409434186096744,0.00143738532197687,0.00987768188930025,0.000784881860988025,0.00476092813046684,0.000705079279428238,4,2,2
Liberia,0.00218846844253958,0.00150310509502611,0.00908904461270941,0.000908810575880871,0.00610348920847267,0.000866562150349219,4,2,2
Libya,0.00655413908081029,0.000759532805669034,0.00434783241415735,0.00172843003119492,0.00753993567654884,0.000621521282265637,4,2,2
Lithuania,0.00652597346378919,0.0010562106382913,0.00670435570492283,0.000618704720563527,0.00726766804534486,0.00053608557730163,4,4,2
Luxembourg,0.0168252007545053,0.00112474697304265,0.0137269828821841,0.000735122604250746,0.0080281397049146,0.000548290678010773,4,1,2
Madagascar,0.00274239224395457,0.000749205412761297,0.00443232926522065,0.00122051007091439,0.00610348920847267,0.000827130286519677,4,3,2
Malawi,0.00253584438579983,0.00101396221275965,0.00367185760565092,0.00153127071204721,0.00538057170493107,0.000893788913469617,4,3,2
Malaysia,0.00855389788930849,0.000807414354604906,0.00706112018719011,0.00107780427800748,0.0073897190524363,0.000597111080847349,4,4,2
Maldives,0.00768076376165434,0.000989552011341362,0.00653536200279622,0.000665647415598696,0.00770892937867545,0.000604621912052976,4,4,2
Mali,0.00253584438579983,0.000862806734746406,0.00369063468366498,0.000805536646803499,0.00598143820138123,0.00101020679715684,4,3,2
Malta,0.0147597221729578,0.00120736611630455,0.0148536075630282,0.000754838536165517,0.00793425431484426,0.000522941622691782,4,1,2
Mauritania,0.00515524676876226,0.000809292062406313,0.0061410433645008,0.00216969136452551,0.00679824109499317,0.000862806734746406,4,2,2
Mauritius,0.00520218946379742,0.00095856983261815,0.00623492875457114,0.000501347982975605,0.00728644512335893,0.000542657554606553,4,2,2
Micronesia Fed Sts,0.00260156415884906,0.00172843003119492,0.00799997408789349,0.000752021974463407,0.00653536200279622,0.000720100941839492,4,2,2
Moldova,0.00407556478295337,0.00149371655601908,0.00776526061271765,0.00143738532197687,0.00693906918009868,0.000514491937585452,4,2,2
Mongolia,0.0047797052084809,0.000905994014178761,0.00571855910918428,0.00407556478295337,0.00661047031485249,0.000643114921981815,4,2,2
Montenegro,0.00386901692479863,0.0012505533957369,0.00628187144960631,0.000545474116308663,0.00756810129356994,0.000561434632620621,4,2,2
Morocco,0.003418367052461,0.00088346152056188,0.00443232926522065,0.000486889632904772,0.00729583366236596,0.000637481798577595,4,3,2
Mozambique,0.00335264727941177,0.000884400374462583,0.00473276251344574,0.0011125418723335,0.00551201125102954,0.000917260260987202,4,3,2
Myanmar,0.000405490999713789,0.000580211710634688,0.000401444539401758,0.0010562106382913,0.0066668015488947,0.000621521282265637,4,3,2
Namibia,0.00488297913755828,0.00103180043687301,0.00609410066946563,0.000729489480846526,0.00589694135031793,0.000733244896449339,4,2,2
Nepal,0.00129467952906996,0.000888155790065397,0.00381268569075642,0.00181292688225823,0.0068076296340002,0.000640298360279705,4,3,2
Netherlands,0.00715500557726045,0.00151249363403314,0.00636636830066961,0.000474872302975769,0.00797180847087239,0.000563312340422028,4,4,2
New Zealand,0.00323998481132736,0.00134349993190654,0.00302404841416558,0.000745449997158483,0.00799058554888646,0.000598988788648756,4,3,2
Niger,0.00247951315175762,0.000879706104959066,0.00500503014464971,0.000634665236875484,0.00591571842833199,0.00109845906382295,4,3,2
Nigeria,0.00277055786097567,0.000871256419852736,0.00202886327942,0.0101593380595113,0.00607532359145157,0.000943548170206896,4,2,2
Norway,0.00412250747798854,0.00128529099006293,0.00307099110920075,0.000953875563114633,0.00799997408789349,0.000578334002833282,4,3,2
Oman,0.00656352761981732,0.000655320022690959,0.00426333556309405,0.00185986957729339,0.00753993567654884,0.000667525123400103,4,2,2
Pakistan,0.00166271025814568,0.000601805350350866,0.00221663405956068,0.00141860824396281,0.00652597346378919,0.000756716243966924,4,3,2
Panama,0.00696723479711978,0.00115572915176586,0.00773709499569655,0.000638420652478298,0.00769954083966841,0.000641237214180408,4,4,2
Paraguay,0.00556834248507174,0.000946364731909006,0.00523035508081853,0.000967958371625184,0.00735216489640816,0.000651564607088145,4,2,2
Peru,0.00300527133615152,0.000872195273753439,0.00262972977587017,0.000931343069497752,0.00770892937867545,0.000633726382974781,4,3,2
Philippines,0.00366246906664388,0.000734183750350043,0.00383146276877049,0.000791453838292949,0.00687334940704944,0.00069193532481839,4,3,2
Poland,0.00416006163401667,0.00109564250212084,0.00434783241415735,0.000551107239712884,0.00755871275456291,0.000527635892195299,4,3,2
Portugal,0.00320243065529923,0.00142799678296984,0.00390657108082676,0.00045562579801135,0.00788731161980909,0.000525758184393892,4,3,2
Qatar,0.00624431729357817,0.000565190048223434,0.00262972977587017,0.00105057751488708,0.00785914600278799,0.000589600249641722,4,2,2
Romania,0.00345592120848914,0.000919137968788608,0.00403801062692523,0.000726672919144416,0.00731461074038003,0.00054453526240796,4,3,2
Russia,0.00313671088224999,0.000872195273753439,0.00237623922268025,0.00172843003119492,0.00689212648506351,0.000542657554606553,4,3,2
Rwanda,0.00152188217304018,0.00138105408793467,0.00321181919430626,0.000640298360279705,0.00646025369073995,0.000818680601413347,4,3,2
Samoa,0.00313671088224999,0.00100269596595121,0.00538057170493107,0.000556740363117104,0.00710806288222528,0.000802720085101389,4,3,2
Saudi Arabia,0.00505197283968488,0.000798025815597872,0.00349347536451727,0.00201008620140593,0.0074460502864785,0.000673158246804323,4,2,2
Senegal,0.00273300370494754,0.000926648799994235,0.00417883871203074,0.000568945463826248,0.00640392245669775,0.000870317565952033,4,3,2
Serbia,0.00348408682551024,0.00137166554892764,0.00489236767656531,0.00094730358580971,0.00740849613045037,0.000526697038294596,4,3,2
Seychelles,0.00920170708079382,0.000714467818435271,0.0105348796197926,0,0.00728644512335893,0.000598988788648756,4,4,2
Sierra Leone,0.0019725320453778,0.00162515610211755,0.00363430344962278,0.00201008620140593,0.00555895394606471,0.00088346152056188,4,3,2
Singapore,0.0191723355062637,0.000767043636874661,0.0167313153644349,0.000390938764252887,0.00815957925101307,0.000503225690777011,4,1,2
Slovak Republic,0.00755871275456291,0.00122051007091439,0.00769954083966841,0.000440791906380237,0.00748360444250664,0.000529513599996706,4,4,2
Slovenia,0.00643208807371885,0.001278719012758,0.00630064852762038,0.000302592612196699,0.00785914600278799,0.000542657554606553,4,4,2
Solomon Islands,0.00502380722266378,0.00119797757729751,0.00801875116590756,0.00103461699857512,0.00618798605953597,0.000793331546094355,4,2,2
South Africa,0.00308037964820779,0.00123459287942494,0.00296771718012338,0.000991429719142768,0.00549323417301547,0.000638420652478298,4,3,2
South Korea,0.00503319576167082,0.00104588324538356,0.00473276251344574,0.00069193532481839,0.00791547723683019,0.000510736521982638,4,2,2
Spain,0.00278933493898974,0.00129092411346715,0.00291138594608118,0.000410279154607377,0.0080844709389568,0.000523880476592486,4,3,2
Sri Lanka,0.00223541113757475,0.000671280539002916,0.00291138594608118,0.00253584438579983,0.00738033051342926,0.000601805350350866,4,3,2
St. Vincent and the Grenadines,0.00292077448508821,0.000814925185810533,0.00575611326521242,0.000812108624108423,0.00711745142123232,0.000589600249641722,4,3,2
Sudan,0.00224479967658178,0.000988613157440659,0.00201008620140593,0.00223541113757475,0.00661985885385953,0.000853418195739372,4,3,2
Suriname,0.00532424047088886,0.00105339407658919,0.0040004564708971,0.00107123230070256,0.00699540041414088,0.000631848675173374,4,2,2
Sweden,0.00473276251344574,0.00129937379857348,0.00421639286805888,0.000488297913755827,0.00804691678292866,0.000581150564535392,4,2,2
Switzerland,0.00640392245669775,0.00147493947800501,0.00539934878294513,0.00042501916084842,0.0081126365559779,0.000537963285103036,4,4,2
Tajikistan,0.00179414980424416,0.000956692124816744,0.00589694135031793,0.00156882486807535,0.00692968064109164,0.000724795211343009,4,3,2
Tanzania,0.00215091428651144,0.000959508686518853,0.00312732234324296,0.00126369735034675,0.00596266112336716,0.000905055160278058,4,3,2
Thailand,0.00663863593187359,0.000759532805669034,0.00610348920847267,0.000778309883683101,0.00758687837158401,0.000540779846805146,4,4,2
Timor-Leste,0.000601805350350866,0.0012514922496376,0.00300527133615152,0.00288322032906008,0.00707050872619715,0.000980163472334328,4,3,2
Togo,0.00416945017302371,0.00111348072623421,0.00577489034322649,0.000506042252479121,0.00590632988932496,0.000852479341838668,4,2,2
Tonga,0.00155943632906831,0.000871256419852736,0.0060565465134375,0.000740755727654966,0.00695784625811274,0.000762349367371144,4,3,2
Tunisia,0.00513646969074819,0.000978285764532921,0.00558711956308581,0.000753899682264813,0.00761504398860511,0.000596172226946646,4,2,2
Turkey,0.00231051944963102,0.0010280450212702,0.00278933493898974,0.00105339407658919,0.00773709499569655,0.000597111080847349,4,3,2
Turkmenistan,0.00755871275456291,0.000629970967371967,0.00457315735032616,0.000612132743258603,0.00677007547797207,0.000660953146095179,4,4,2
Uganda,0.0020006976623989,0.00124116485672987,0.00308037964820779,0.0013904426269417,0.00572794764819132,0.000972652641128701,4,3,2
Ukraine,0.00481725936450904,0.00112005270353913,0.00519280092479039,0.00165332171913865,0.00700478895314791,0.000530452453897409,4,2,2
United Arab Emirates,0.00769015230066138,0.000738878019853559,0.00636636830066961,0.00156882486807535,0.00757748983257697,0.000570823171627655,4,4,2
United Kingdom,0.00304282549217965,0.00130031265247418,0.00328692750636253,0.000542657554606553,0.00793425431484426,0.000575517441131172,4,3,2
United States,0.00155943632906831,0.00207580597445517,0.00187864665530746,0.000509797668081935,0.00778403769073172,0.000576456295031875,4,3,2
Uruguay,0.00286444325104601,0.00117920049928344,0.00277994639998271,0.000856234757441482,0.00756810129356994,0.000590539103542426,4,3,2
Uzbekistan,0.00337142435742583,0.000940731608504786,0.00307099110920075,0.0019443664283567,0.00685457232903537,0.000614949304960713,4,3,2
Vanuatu,0.00477031666947387,0.000888155790065397,0.00534301754890293,0.000641237214180408,0.00631003706662741,0.000723856357442305,4,2,2
Venezuela,0.00307099110920075,0.000856234757441482,0.00204764035743407,0.00470459689642463,0.0074742159034996,0.000627154405669857,4,3,2
Vietnam,0.00715500557726045,0.00103743356027723,0.00792486577583722,0.00153127071204721,0.00725827950633782,0.000578334002833282,4,4,2
Yemen,0.00321181919430626,0.000881583812760473,0.00362491491061575,0.0026109526978561,0.00673252132194393,0.000833702263824601,4,3,2
Zambia,0.00386901692479863,0.000948242439710413,0.00329631604536956,0.00170965295318085,0.00527729777585369,0.000902238598575947,4,3,2
